#separator:tab
#html:true
实现数据类关联	"<pre><code class=""language-dart"">class Categories extends Table {
  IntColumn get id => integer().autoIncrement()();
  TextColumn get name => text()();
  
  @DataClassName(''Category'')  // 指定生成类名
}</code></pre>"
定义可为空字段	"<pre><code class=""language-dart"">class Users extends Table {
  TextColumn get bio => text().nullable().named(''description'')();
  // 等效于SQL: description TEXT
}</code></pre>"
定义Drift数据库类	"<pre><code class=""language-dart"">@DriftDatabase(tables: [Todos, Categories])
class MyDatabase extends _$MyDatabase {
  // 数据库实现...
}</code></pre>"
实现单例数据库实例	"<pre><code class=""language-dart"">class MyDatabase extends _$MyDatabase {
  MyDatabase._internal() : super(_openConnection());
  static final MyDatabase instance = MyDatabase._internal();
  // 使用: final db = MyDatabase.instance;
}</code></pre>"
指定数据库版本	"<pre><code class=""language-dart"">@override
int get schemaVersion => 2;  // 版本号增加触发迁移</code></pre>"
初始化数据库连接	"<pre><code class=""language-dart"">LazyDatabase _openConnection() {
  return LazyDatabase(() async {
    final dbFolder = await getApplicationDocumentsDirectory();
    final file = File(p.join(dbFolder.path, 'db.sqlite'));
    return NativeDatabase(file);
  });
}</code></pre>"
执行插入操作	"<pre><code class=""language-dart"">Future<void> insertTodo(TodosCompanion entry) async {
  await into(todos).insert(entry);
  // 示例: insertTodo(TodosCompanion.insert(title: ''Learn Drift''))
}</code></pre>"
查询所有数据	"<pre><code class=""language-dart"">Future&lt;List&lt;Todo&gt;&gt; getAllTodos() async {
  return await select(todos).get();
  // 返回Future&lt;List&lt;T&gt;&gt;
}</code></pre>"
与Flutter集成	"<pre><code class=""language-dart"">FutureBuilder(
  future: _db.getAllTodos(),
  builder: (ctx, snapshot) {
    if (snapshot.hasData) {
      return ListView.builder(
        itemCount: snapshot.data!.length,
        itemBuilder: (_, i) => Text(snapshot.data,
      );
    }
    return CircularProgressIndicator();
  },
)</code></pre>"

#separator:tab
#html:true
Dart: 如何处理数据库架构升级？	"<pre><code class=""language-dart"">@override
MigrationStrategy get migration => MigrationStrategy(
  onUpgrade: (migrator, from, to) async {
    if (from < 2) {
      await migrator.addColumn(items, items.newColumn);
    }
    if (from < 3) {
      await migrator.createTable(newTable);
    }
  },
  schemaVersion: 3, // 升级版本号
);</code></pre>"
Dart: Drift与sqflite的主要区别？	"<pre><code class=""language-dart"">// Drift (类型安全)
Stream&lt;User&gt; watchUser(int id) {
  return (select(users)..where((u) => u.id.equals(id))).watchSingle();
}

// sqflite (原始SQL)
Future&lt;List&lt;Map&gt;&gt; getUsers() async {
  return await db.rawQuery('SELECT * FROM users');
}</code></pre>"
Dart: 如何获取应用支持目录路径？	"<pre><code class=""language-dart"">import 'package:path_provider/path_provider.dart';

Future&lt;String&gt; getAppDir() async {
  final dir = await getApplicationSupportDirectory();
  return dir.path; // 返回应用支持目录路径
}</code></pre>"
Dart: Drift中Blob类型如何存储？	"<pre><code class=""language-dart"">class Images extends Table {
  BlobColumn get data => blob()(); // 声明Blob列
  
  // 存储Uint8List数据
  Future insertImage(Uint8List bytes) => into(this).insert(ImagesCompanion(data: Value(bytes)));
}</code></pre>"
Dart: 如何实现数据库事务？	"<pre><code class=""language-dart"">Future transferFunds(int from, int to, double amount) async {
  await transaction(() async {
    // 原子操作
    await update(accounts)..where((a) => a.id.equals(from));
    await update(accounts)..where((a) => a.id.equals(to));
  });
}</code></pre>"
Dart: Drift如何监听数据变化？	"<pre><code class=""language-dart"">// 创建监听流
Stream&lt;List&lt;Todo&gt;&gt; watchIncompleteTodos() {
  return (select(todos)..where((t) => t.completed.equals(false))).watch();
}

// 使用监听
void init() {
  watchIncompleteTodos().listen((todos) {
    print('${todos.length}个待办事项');
  });
}</code></pre>"
Dart: 如何定义外键关系？	"<pre><code class=""language-dart"">class Posts extends Table {
  IntColumn get authorId => integer().references(Users, #id)(); // 外键关联
  
  // 多表关联查询
  Future&lt;List&lt;(Post, User)&gt;&gt; getPostsWithAuthors() {
    final query = select(posts).join([
      innerJoin(users, users.id.equalsExp(posts.authorId)),
    ]);
    return query.get();
  }
}</code></pre>"
Dart: Drift支持哪些列类型？	"<pre><code class=""language-dart"">class AllTypes extends Table {
  IntColumn get intCol => integer()();
  TextColumn get textCol => text()();
  BoolColumn get boolCol => boolean()();
  BlobColumn get blobCol => blob()();
  RealColumn get realCol => real()();
  DateTimeColumn get dateCol => dateTime()();
}</code></pre>"
Dart: 如何实现条件查询？	"<pre><code class=""language-dart"">// 单条件查询
Future&lt;User&gt; findUser(String name) {
  return (select(users)..where((u) => u.name.equals(name))).getSingle();
}

// 多条件查询
Future&lt;List&lt;Product&gt;&gt; loadProducts(bool inStock) {
  return (select(products)
    ..where((p) => p.price.isBetween(10, 100))
    ..where((p) => p.inStock.equals(inStock))
    ..orderBy([(p) => OrderingTerm.desc(p.popularity)])
  ).get();
}</code></pre>"
Dart: Drift如何生成数据库操作代码？	"<pre><code class=""language-dart"">// 在database.dart中定义
import 'package:drift/drift.dart';

part 'database.g.dart'; // 声明生成的代码文件

@DriftDatabase(tables: [Users, Posts])
class AppDatabase extends _$AppDatabase {
  // 运行生成命令
  // flutter pub run build_runner build
}</code></pre>"
