#separator:tab
#html:true
异步 Action 在 Redux 中的实现原理是什么？	"<pre><code class=""language-javascript"">// 配置 redux-thunk 中间件后
// action 可以是函数形式
const fetchUser = (userId) => (dispatch) => {
  dispatch({ type: 'FETCH_USER_REQUEST' });
  
  // ✅ 异步操作
  fetch(`/users/${userId}`)
    .then(res => res.json())
    .then(data => {
      dispatch({ type: 'FETCH_USER_SUCCESS', data });
    })
    .catch(error => {
      dispatch({ type: 'FETCH_USER_FAILURE', error });
    });
};

// 组件中触发异步 action
function UserContainer() {
  const dispatch = useDispatch();
  
  useEffect(() => {
    // ✅ 分发函数而非普通 action 对象
    dispatch(fetchUser(123));
  }, []);
}

// 中间件原理伪代码：
const thunkMiddleware = ({ dispatch }) => next => action => {
  if (typeof action === 'function') {
    return action(dispatch); // ✅ 执行异步函数
  }
  return next(action); // 普通 action
};</code></pre>"

#separator:tab
#html:true
React Hooks的两个核心优势是什么？	"<pre><code class=""language-javascript"">// 优势1：逻辑复用（替代高阶组件）
function useToggle(initial = false) {
  const [state, setState] = useState(initial);
  const toggle = useCallback(() => setState(s =&gt; !s), []);
  return [state, toggle]; // ✅ 返回状态和切换方法
}

// 优势2：关注分离（聚合相关逻辑）
function UserProfile({ userId }) {
  // 用户数据逻辑
  const [user, loading] = useUser(userId);
  
  // 主题切换逻辑
  const [darkMode, setDarkMode] = useDarkMode();
  
  // 关注点分离 ✅
  return &lt;div&gt;{user.name}&lt;/div&gt;;
}</code></pre>"
React为何引入Hooks机制？	"<pre><code class=""language-javascript"">// Class组件问题：
class ProblemComponent extends React.Component {
  componentDidMount() { // 生命周期分散 ❌
    fetchData();
    setupListeners();
  }
  
  componentWillUnmount() {
    removeListeners();
  }
  
  // 逻辑复用困难（需高阶组件）
  render() { ... }
}

// Hooks解决方案：
function SolutionComponent() {
  // 状态管理 ✅
  const [data, setData] = useState(null);
  
  // 副作用聚合 ✅
  useEffect(() =&gt; {
    fetchData().then(setData);
    const listener = setupListeners();
    return () =&gt; removeListeners(listener);
  }, []);
  
  // 逻辑复用 ✅
  const theme = useTheme();
  
  return &lt;div&gt;{data}&lt;/div&gt;;
}</code></pre>"
useEffect的四种执行时机是什么？	"<pre><code class=""language-javascript"">// 1. 无依赖项：每次渲染后执行
useEffect(() =&gt; {
  console.log('每次渲染后运行');
});

// 2. 空依赖项：仅挂载时执行
useEffect(() =&gt; {
  console.log('组件挂载');
  return () =&gt; console.log('组件卸载');
}, []);

// 3. 有依赖项：依赖变化时执行
useEffect(() =&gt; {
  console.log('userID变化时运行');
}, [userID]);

// 4. 清理函数：组件卸载/下次effect前执行
useEffect(() =&gt; {
  const timer = setInterval(tick, 1000);
  return () =&gt; clearInterval(timer); // ✅ 清理函数
}, []);</code></pre>"
如何避免useCallback重复创建函数？	"<pre><code class=""language-javascript"">// 错误：每次渲染创建新函数 ❌
function BadComponent() {
  const handleClick = () =&gt; { ... };
  return &lt;Child onClick={handleClick} /&gt;;
}

// 正确：缓存函数引用 ✅
function GoodComponent() {
  const [count, setCount] = useState(0);
  
  // 依赖项变化时才更新
  const increment = useCallback(() =&gt; {
    setCount(c =&gt; c + 1);
  }, []); // ✅ 空依赖（不依赖外部状态）
  
  return (
    &lt;div&gt;
      &lt;button onClick={increment}&gt;加1&lt;/button&gt;
      &lt;Child onAction={increment} /&gt;
    &lt;/div&gt;
  );
}</code></pre>"
useMemo和useCallback的本质区别？	"<pre><code class=""language-javascript"">// useMemo：缓存计算结果
const userList = useMemo(() =&gt; {
  return users.filter(u =&gt; u.active); // ✅ 返回数组
}, [users]);

// useCallback：缓存函数引用
const saveUser = useCallback(() =&gt; {
  api.save(userData); // ✅ 返回函数
}, [userData]);

// 等价关系：
const memoizedFn = useCallback(fn, deps);
// 相当于：
const memoizedFn = useMemo(() =&gt; fn, deps);</code></pre>"
为什么说Context是""全局变量""？	"<pre><code class=""language-javascript"">// 创建全局Context
const ThemeContext = createContext('light');

// 顶级组件提供值
function App() {
  return (
    &lt;ThemeContext.Provider value=""dark""&gt;
      &lt;Header /&gt;
      &lt;Content /&gt; 
    &lt;/ThemeContext.Provider&gt;
  );
}

// 任意子组件消费值
function Button() {
  const theme = useContext(ThemeContext); // ✅ 直接获取
  
  // ⚠️ 注意事项：
  // 1. 使组件复用困难（依赖上下文）
  // 2. 调试复杂（需检查Provider链）
  // 3. 性能问题（值变化时所有消费者重渲染）
  
  return &lt;button className={theme}&gt;按钮&lt;/button&gt;;
}</code></pre>"
表单开发中受控 vs 非受控组件的区别？	"<pre><code class=""language-javascript"">// 受控组件：值由React状态控制
function ControlledForm() {
  const [value, setValue] = useState('');
  
  return (
    &lt;input
      value={value}
      onChange={e =&gt; setValue(e.target.value)} // ✅ 双向绑定
    /&gt;
  );
}

// 非受控组件：通过ref访问DOM
function UncontrolledForm() {
  const inputRef = useRef();
  
  const handleSubmit = () =&gt; {
    console.log(inputRef.current.value); // ✅ 提交时获取
  };
  
  return (
    &lt;form onSubmit={handleSubmit}&gt;
      &lt;input ref={inputRef} /&gt;
      &lt;button&gt;提交&lt;/button&gt;
    &lt;/form&gt;
  );
}</code></pre>"
自定义Hook的命名规范是什么？	"<pre><code class=""language-javascript"">// ✅ 规范：必须以 ""use"" 开头
function useLocalStorage(key, initialValue) {
  const [value, setValue] = useState(() =&gt; {
    const stored = localStorage.getItem(key);
    return stored ? JSON.parse(stored) : initialValue;
  });
  
  useEffect(() =&gt; {
    localStorage.setItem(key, JSON.stringify(value));
  }, [key, value]);
  
  return [value, setValue]; // ✅ 符合Hook规范
}

// ❌ 错误命名
function getStorage() { ... } // 缺少use前缀</code></pre>"
如何实现""按条件执行Hooks""？	"<pre><code class=""language-javascript"">// 容器组件模式 ✅
function Parent({ visible }) {
  if (!visible) return null; // 条件判断
  return &lt;ChildWithHooks /&gt;; // 渲染子组件
}

function ChildWithHooks() {
  // ✅ 保证Hooks顺序执行
  const [data] = useState();
  useEffect(() =&gt; { ... });
  
  return &lt;div&gt;{data}&lt;/div&gt;;
}

// 替代方案：CSS隐藏
function Alternative({ visible }) {
  const [data] = useState();
  return (
    &lt;div style={{ display: visible ? 'block' : 'none' }}&gt;
      {data}
    &lt;/div&gt;
  );
}</code></pre>"
Redux处理异步Action的机制是什么？	"<pre><code class=""language-javascript"">// 配置redux-thunk中间件
const store = createStore(
  rootReducer,
  applyMiddleware(thunk)
);

// 异步action（返回函数）
const fetchUser = userId =&gt; dispatch =&gt; {
  dispatch({ type: 'USER_REQUEST' });
  
  fetch(`/users/${userId}`)
    .then(res =&gt; res.json())
    .then(data =&gt; {
      dispatch({ type: 'USER_SUCCESS', data });
    })
    .catch(error =&gt; {
      dispatch({ type: 'USER_FAILURE', error });
    });
};

// 组件中触发
function UserContainer() {
  const dispatch = useDispatch();
  
  useEffect(() =&gt; {
    dispatch(fetchUser(123)); // ✅ 分发异步action
  }, []);
}

// thunk中间件原理：
const thunk = ({ dispatch }) =&gt; next =&gt; action =&gt; {
  if (typeof action === 'function') {
    return action(dispatch); // ✅ 执行异步函数
  }
  return next(action);
};</code></pre>"


#separator:tab
#html:true
React Hooks 调用必须遵守什么核心规则？	"<pre><code class=""language-javascript"">// 错误示例 ❌
function BadComponent({ visible }) {
  if (visible) {
    const [count] = useState(0); // 条件调用
  }
  
  for (let i = 0; i < 5; i++) {
    useEffect(() => {...}); // 循环调用
  }
}

// 正确做法 ✅
function GoodComponent() {
  // 顶层调用（无条件/循环）
  const [count] = useState(0);
  useEffect(() => {...});
  
  if (condition) {
    // 条件逻辑应在Hook调用之后
    return &lt;div&gt;Conditional UI&lt;/div&gt;;
  }
  
  return &lt;div&gt;{count}&lt;/div&gt;;
}</code></pre>"
如何解决""条件渲染中需要调用 Hooks""问题？	"<pre><code class=""language-javascript"">// 容器模式 ✅
function Parent({ visible }) {
  if (!visible) return null; // 父级条件判断
  return &lt;ChildWithHooks /&gt;; // 渲染子组件
}

function ChildWithHooks() {
  // ✅ Hooks 在顶层稳定执行
  const [data] = useState();
  useEffect(() => {
    console.log('数据加载');
  }, []);
  
  return &lt;div&gt;{data}&lt;/div&gt;;
}

// 替代方案：CSS隐藏
function Alternative({ visible }) {
  const [data] = useState();
  return (
    &lt;div style={{ display: visible ? 'block' : 'none' }}&gt;
      {data}
    &lt;/div&gt;
  );
}</code></pre>"
容器模式的实现原理是什么？	"<pre><code class=""language-javascript"">// 父组件：纯条件控制
function Container({ shouldRender }) {
  // ✅ 仅做渲染判断
  if (!shouldRender) return null;
  
  // ✅ 不包含业务逻辑
  return &lt;BusinessComponent /&gt;;
}

// 子组件：包含业务逻辑和Hooks
function BusinessComponent() {
  // ✅ Hooks 稳定执行
  const [value] = useState(initialValue);
  const data = useDataFetching();
  
  return (
    &lt;div&gt;
      {data.map(item =&gt; 
        &lt;Item key={item.id} item={item} /&gt;
      )}
    &lt;/div&gt;
  );
}</code></pre>"
Render Props 模式的本质是什么？	"<pre><code class=""language-javascript"">// 组件通过函数prop接收渲染逻辑
function DataFetcher({ url, render }) {
  const [data, setData] = useState(null);
  
  useEffect(() => {
    fetch(url).then(res => res.json()).then(setData);
  }, [url]);
  
  // ✅ 使用render prop渲染内容
  return &lt;div&gt;{render(data)}&lt;/div&gt;;
}

// 使用示例：
function App() {
  return (
    &lt;DataFetcher
      url=""/api/users""
      render={data => (
        &lt;ul&gt;
          {data?.map(user => 
            &lt;li key={user.id}&gt;{user.name}&lt;/li&gt;
          )}
        &lt;/ul&gt;
      )}
    /&gt;
  );
}</code></pre>"
Render Props 最适合什么场景？	"<pre><code class=""language-javascript"">// 场景：可复用的UI交互逻辑
function CollapsibleSection({ children, renderHeader }) {
  const [isOpen, setIsOpen] = useState(false);
  
  return (
    &lt;div&gt;
      &lt;div onClick={() => setIsOpen(!isOpen)}&gt;
        {renderHeader(isOpen)}
      &lt;/div&gt;
      {isOpen && children}
    &lt;/div&gt;
  );
}

// 使用：不同UI结构的可折叠区域
function Page() {
  return (
    &lt;&gt;
      &lt;CollapsibleSection
        renderHeader={isOpen => (
          &lt;h2&gt;
            {isOpen ? '▼' : '▶'} 用户设置
          &lt;/h2&gt;
        )}
      &gt;
        &lt;UserSettings /&gt;
      &lt;/CollapsibleSection&gt;
      
      &lt;CollapsibleSection
        renderHeader={isOpen => (
          &lt;div className=""toggle""&gt;
            {isOpen ? '关闭' : '打开'} 高级选项
          &lt;/div&gt;
        )}
      &gt;
        &lt;AdvancedOptions /&gt;
      &lt;/CollapsibleSection&gt;
    &lt;/&gt;
  );
}</code></pre>"
ListWithMore 组件如何实现""显示更多""功能？	"<pre><code class=""language-javascript"">function ListWithMore({ items, max, renderItem }) {
  const [showAll, setShowAll] = useState(false);
  const visibleItems = showAll ? items : items.slice(0, max);
  
  return (
    &lt;div&gt;
      &lt;ul&gt;
        {visibleItems.map(item => renderItem(item))}
      &lt;/ul&gt;
      {items.length > max && !showAll && (
        &lt;button onClick={() => setShowAll(true)}&gt;
          显示更多 ({items.length - max}项)
        &lt;/button&gt;
      )}
    &lt;/div&gt;
  );
}

// 使用示例：
function UserList() {
  const users = [{id: 1, name: 'Alice'}, ...];
  
  return (
    &lt;ListWithMore
      items={users}
      max={5}
      renderItem={user => (
        &lt;li key={user.id}&gt;
          {user.name} &lt;button&gt;关注&lt;/button&gt;
        &lt;/li&gt;
      )}
    /&gt;
  );
}</code></pre>"
为什么 Hooks 不能完全替代 Render Props？	"<pre><code class=""language-javascript"">// Hooks 适合数据逻辑复用
function useUserData(userId) {
  const [user, setUser] = useState(null);
  useEffect(() => {
    fetchUser(userId).then(setUser);
  }, [userId]);
  return user;
}

// Render Props 适合UI逻辑复用
function HoverTracker({ children }) {
  const [isHover, setIsHover] = useState(false);
  return (
    &lt;div 
      onMouseEnter={() => setIsHover(true)}
      onMouseLeave={() => setIsHover(false)}
    &gt;
      {children(isHover)}
    &lt;/div&gt;
  );
}

// 使用对比：
function Component() {
  // ✅ Hooks复用数据逻辑
  const user = useUserData(123);
  
  return (
    // ✅ Render Props复用UI交互
    &lt;HoverTracker&gt;
      {isHover => (
        &lt;div style={{ background: isHover ? '#eee' : '#fff' }}&gt;
          {user?.name}
        &lt;/div&gt;
      )}
    &lt;/HoverTracker&gt;
  );
}</code></pre>"
如何设计可复用的折叠列表组件？	"<pre><code class=""language-javascript"">function CollapsibleList({ items, max, renderItem }) {
  const [expanded, setExpanded] = useState(false);
  const visibleCount = expanded ? items.length : max;
  
  return (
    &lt;div className=""collapsible-list""&gt;
      {items.slice(0, visibleCount).map(item => 
        &lt;div key={item.id} className=""item""&gt;
          {renderItem(item)}
        &lt;/div&gt;
      )}
      
      {items.length > max && (
        &lt;button 
          className=""toggle"" 
          onClick={() => setExpanded(!expanded)}
        &gt;
          {expanded ? '收起' : `展开剩余${items.length - max}项`}
        &lt;/button&gt;
      )}
    &lt;/div&gt;
  );
}

// 使用示例：
&lt;CollapsibleList
  items={products}
  max={3}
  renderItem={product => (
    &lt;&gt;
      &lt;span&gt;{product.name}&lt;/span&gt;
      &lt;span&gt;${product.price}&lt;/span&gt;
    &lt;/&gt;
  )}
/&gt;</code></pre>"
容器模式中父组件的职责是什么？	"<pre><code class=""language-javascript"">// 父组件：仅做条件控制
function VisibilityContainer({ isActive }) {
  // ✅ 职责1：条件判断
  if (!isActive) return null;
  
  // ✅ 职责2：渲染子组件
  return &lt;BusinessLogicComponent /&gt;;
}

// ❌ 错误：父组件包含业务逻辑
function ProblemContainer({ userId }) {
  const [user] = useUser(userId); // 业务逻辑
  
  if (!user) return null;
  
  return &lt;UserProfile user={user} /&gt;;
}

// 正确：业务逻辑移至子组件
function SolutionContainer({ userId }) {
  if (!userId) return null; // 仅做条件判断
  return &lt;UserProfileContainer userId={userId} /&gt;;
}

function UserProfileContainer({ userId }) {
  const [user] = useUser(userId); // ✅ 业务逻辑在子组件
  return &lt;UserProfile user={user} /&gt;;
}</code></pre>"
Render Props 命名的常见约定是什么？	"<pre><code class=""language-javascript"">// 约定1：使用children属性
function MouseTracker({ children }) {
  const [position, setPosition] = useState({ x: 0, y: 0 });
  
  useEffect(() => {
    const update = e => setPosition({ x: e.clientX, y: e.clientY });
    window.addEventListener('mousemove', update);
    return () => window.removeEventListener('mousemove', update);
  }, []);
  
  return children(position); // ✅ 使用children
}

// 使用：
&lt;MouseTracker&gt;
  {({ x, y }) => &lt;div&gt;Mouse at {x}, {y}&lt;/div&gt;}
&lt;/MouseTracker&gt;

// 约定2：明确命名render属性
function DataLoader({ url, render }) {
  const [data] = useFetch(url);
  return render(data); // ✅ 明确命名
}

// 使用：
&lt;DataLoader
  url=""/api/data""
  render={data => &lt;Chart data={data} /&gt;}
/&gt;

// 约定3：通用命名renderX
function List({ items, renderItem }) { // ✅ 明确用途
  return &lt;ul&gt;{items.map(renderItem)}&lt;/ul&gt;;
}</code></pre>"
